top_mode_smiles,n_distinct_products
Cc1oc(-c2ccc(C(=O)O)cc2)nc1CS(=O)(=O)c1ccc(Br)cc1.NCc1cccnc1,1
Cc1cc(NS(=O)(=O)c2ccc(Br)cc2)on1.OB(O)c1ccc2c(c1)OCO2,1
CS(=O)(=O)NC(=O)c1cccc([N+](=O)[O-])c1,1
C#Cc1ccc2c(c1)N(C(C)C)C(=O)CC2(C)C.CCOC(=O)c1ccc(I)cc1,1
COC(=O)C12CCCC(NC(=O)OC(C)(C)C)(C1)C2,1
CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(O)cc2)cc1)C(=O)OC(C)(C)C.O=C(O)c1cc2ccccc2o1,1
CC(C)(C)OC(=O)NC1CCCC(Oc2cccc(-c3nn(COCC[Si](C)(C)C)c4cnc(Cl)cc34)n2)C1.OB(O)c1cccnc1,1
OB(O)C(=CSc1nc(Cl)ncc1Br)c1ccccc1,1
CC1(C)c2ccccc2-n2c3ccc(Br)cc3c3cccc1c32.Nc1ccccc1Cl,1
CCI.CCOC(=O)C=C(C)C=CC(F)=C(CC)c1cc2c(c(Br)c1O)C(C)(C)CC=C2C(C)CC,1
CCNCC.O=C(Nc1ccc(N2CCN(C(C(=O)O)c3ccccc3)CC2)c(F)c1)c1ccccc1-c1cccnc1,1
CC(C)(C)OC(=O)N1CCC(c2cccc(O)c2)CC1.CS(=O)(=O)c1ccc(CBr)cc1,1
COC(=O)C(C(=O)c1ccnc(C)c1)c1ccc(OC)cc1Cl,1
CN(C)CCCN(C)c1ccc(N)cc1C(F)(F)F.O=C(O)Cc1ccc(-n2cnc3cccnc32)cc1Cl,1
FC(F)(F)c1nnc2n1N=C(Cl)CC2.c1ccc2c(C3CCNCC3)c[nH]c2c1,1
COC(=O)CCCCCCCCc1cccc(OC)c1.NO,1
Cn1ccc2c1CCCC2CCCl,1
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.O=C1Nc2cc(Cl)ccc2C1=Cc1cccc(F)c1,1
NC1CCCOC1.O=C(O)c1ccc2nonc2c1,1
CC(O)(c1ccc(F)cc1)C1CCNCC1.Clc1ccc(CCBr)s1,1
CC(C)(C)N.Cc1nc(Cl)c2cccc([N+](=O)[O-])c2n1,1
COC(=O)c1nn(-c2ccccc2F)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12,1
CC(C)(C)c1nc(C2CCC2)cc(N2CCNCC2)n1.O=c1cnn(CCCCCl)c(=O)[nH]1,1
C[Si](C)(C)N=C=O.Nc1ccc(-c2ccc(C3(C(F)(F)F)N=N3)cc2)cc1,1
CCOC(=O)CC1CCCc2c1[nH]c1c(Br)cc(F)cc21.Clc1ccc(CBr)cc1,1
CC(=O)c1nn(C)c(-c2ccc(C(F)(F)F)cc2)c1O.CCN(CC)C(=O)c1ccc(C(=O)NN)s1,1
COC1COCCC1NC1CCC(C(=O)O)(C(C)C)C1.FC(F)(F)c1cccc(N2CCNCC2)n1,1
ClCCCCn1cnc2ccccc21.O=c1[nH]c2ccccc2n1C1CCNCC1,1
CC(=O)OO.COC(=O)Nc1cc(OS(=O)(=O)c2ccc(C)cc2)nc(N)n1,1
COC(=O)c1ccc(N2CCCCS2(=O)=O)nc1.Cc1cnc(N2CCNCC2)c(C)c1,1
CC(C)NC1CCCN(C(=O)OC(C)(C)C)C1.CCCCc1ccc(C(=O)O)cc1OCCCOC,1
CCN(C)c1ccc(B(O)O)cn1.COc1ccc2nc(Br)sc2c1,1
CCCCCCCCCCCC(=O)Nc1ccc(C(=O)OCC)cc1,1
CCOc1ccc(Cn2c(C)nc3c(C)cc(CO)cc32)c(Cl)c1.COC(=O)c1cccc(O)c1,1
CC(C)C(N)C(=O)N1CCC(Oc2ncc(Cl)cn2)CC1.O=C(O)c1nc2ccccc2nc1O,1
CCCN(CC1CCN(C(=O)OC(C)(C)C)CC1)C1CCc2ccc([N+](=O)[O-])cc2C1,1
O=C(CBr)c1ccc(O)c2[nH]c(=O)sc12.[N-]=[N+]=[N-],1
COC(=O)c1ccc(F)cc1.NN,1
CCOC(=O)CC1CCN(c2ccccc2N)CC1.O=C(Cl)c1cccc(Cl)c1,1
CC(=O)NCC1CC(N)CN1C(=O)OC(C)(C)C.CC(C)n1nc(C(=O)O)c2ccccc21,1
CC(C)(C)OC(=O)NC1(C(O)C(=O)NC2CC2)CC1,1
C[C](C)(C)[Mg+].O=C1c2ccccc2-c2ccccc21,1
C=[CH][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.CC(C)(C)OC(=O)NCc1cc(Br)c(NS(C)(=O)=O)c(C(F)(F)F)c1,1
CCCCC(Cc1ccc(OC)c(OC)c1)C(=O)O,1
Nc1cccc2c1cnn2CCN1CCCC1.O=C(O)Cc1cccc(Oc2ccccc2)c1,1
CNC(=O)C1CCc2ccccc21,1
C=CC(O)CCc1c(C)c(OC)c(OC)c(OC)c1OC.C=CCBr,1
Fc1cccc(CNc2cccc(-c3cc(F)ncc3Cl)n2)c1.NC1CCC(CO)C1,1
CC(C)c1ccc2c(c1)OC1(O)c3cccc([N+](=O)[O-])c3C(=O)C21NS(C)(=O)=O,1
Nc1ccc(C2CCC(=O)CC2)cn1.O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CNC1,1
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CSc1ncc(N)c(Br)n1,1
CC1OCCN(c2cc(Cl)nc(Cl)n2)C1C.FC(F)c1nc2ccccc2[nH]1,1
CCCCc1ncc(C=C(Cc2cccs2)C(=O)OC)n1Cc1c(F)cccc1Cl,1
CCCCCCCCCCNC(=O)OCC(CSCC(N=[N+]=[N-])C(=O)NCCOCCOCCOCCC(=O)OC(C)(C)C)OC(=O)NCCCCCCCCCC,1
CC(C)(C)OC(=O)c1ccc(-c2ccccc2)cc1NC(=O)c1ccc(-n2cccn2)cc1O,1
CC(=O)c1cc(Cl)c2cncn2c1Cl.CC(C)(C)OC(=O)N1CCNCC1,1
ClCCN1CCOCC1.O=S(=O)(c1ccc(F)cc1)c1nc(Cl)c2cc[nH]c2n1,1
CCc1[nH]c(C(=O)O)nc1Cl.COC(=O)c1ccc(N2CCC(N)C(OC)C2)nc1,1
C=O.c1ccc(N2CCC(c3nnc4n3-c3ccccc3CNC4)CC2)nc1,1
CC1(C)OB(c2ccc(-c3cnc(N)cn3)c(F)c2)OC1(C)C.O=S(=O)(c1ccccc1Br)N1CCC(O)(c2ccccc2)C1,1
CC(C)(C)c1cc(NC(=O)Nc2cccc(C#Cc3cncnc3Cl)c2)no1.CC(C)NCCCN,1
Cc1cc(C)nc(N)n1.O=C=NS(=O)(=O)c1ccccc1-c1ccccc1,1
Cc1cccc(-c2nc(Cl)cc(NCCc3c[nH]c4ccccc34)n2)n1.OB(O)c1cccnc1,1
Cc1ccc(S(=O)(=O)Cl)cc1.O=[N+]([O-])c1ccccc1CCO,1
CC#CC(=O)O.CN(C)C=Nc1ccc(N)cc1C#N,1
COC(=O)c1cccc(S(=O)(=O)N(C)C)c1CS(N)(=O)=O.COc1cc(OC)nc(N=C=O)n1,1
CCCCCCCCCCCCCCOC(=O)CNC(=O)C1CCCN1C(=O)C(Cc1cscn1)NC(=O)OC(C)(C)C,1
CC1(C)Cc2cc(B(O)O)ccc2O1.CCCc1nc(CC)[nH]c(=O)c1Cc1ccc(-c2ccccc2C#N)cc1,1
C[S-].N#Cc1ccc(F)c(F)c1,1
CNCC(O)c1ccc(O)cc1.Cn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2cc(CCl)ccc21,1
COc1ccc(C2=NN(C3CCN(C(=O)C(N)Cc4cccc(Cl)c4)CC3)C(=O)C3CCCCC23)cc1OC.O=C(O)c1c[nH]c2c(-c3c(OCC4CC4)ccc4c3OCO4)ncnc12,1
CCCc1cc2c(N3CCn4c(nnc4C(F)(F)F)C3)nc(OCCN)nc2s1.CS(=O)(=O)CC(=O)O,1
C[N+](C)(C)c1ccc(CNC(=O)c2cc3cc(OCc4ccccc4)ccc3n2Cc2cccc(C(=N)N)c2)cc1,1
NCc1ccccn1.O=C(O)c1ccc(C(=O)C=C(c2cc(Cl)cc(Cl)c2)C(F)(F)F)cc1,1
COc1cc([N+](=O)[O-])ccc1C(C)(C)C,1
[N-]=[N+]=NCCCCc1c[nH]c(-c2ccc(F)cc2)c1-c1ccncc1,1
COc1cc2ncnc(N3CCNCC3)c2cc1OC.O=C(Cl)N(c1ccccc1)c1ccccc1,1
Cc1cn(C)nc1C(=O)O.Nc1cc(Oc2ccc3nc(NC(=O)C4CC4)nn3c2)ccc1F,1
NCCCCO.O=Cc1ccccc1,1
CC(CCN1C(=O)c2ccccc2C1=O)c1ccc(-c2ccc(F)cc2)cc1,1
CCOC(=O)C1(CN=C(c2ccccc2)c2ccccc2)CCN(C(=O)OC(C)(C)C)CC1,1
O=C(O)c1nc2c(C(F)(F)F)cc(-c3ccco3)cn2c1Cl.c1ccc(C2CCCN2)cc1,1
C1CNCCN1.CCOc1cc(F)ccc1[N+](=O)[O-],1
CCOC(=O)CCc1c[nH]c2ccc(OCc3ccccc3)cc12.CN(CCc1ccccc1)C(=O)CCl,1
CCOC(=O)c1ccc(NCc2c(-c3ccc(F)cc3)noc2C)nn1.NCC(F)(F)F,1
FC(F)(F)c1onc(-c2ccccc2)c1-c1c[nH]cn1.OB(O)c1ccccc1,1
CC(C)C1=C(C(=O)N2CCCC2C(=O)NNC(=O)OC(C)(C)C)SC2=NC(C)(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N21,1
N#Cc1c(N)nc2c(c1-c1ccc(Cl)cc1Cl)CCc1ccccc1-2,1
CCCCOc1ncc(C#C[Si](C)(C)C)cc1-c1nc2c(CC)n(CCN(C)C)nc2c(=O)[nH]1,1
Cc1[nH]c(-c2ccccc2)nc1-c1ccc(Cl)c(Cl)c1.Cl,1
CCOC(=O)c1ccc(-c2cc(C)c(OCCO)c(C)c2)cc1.CS(=O)(=O)Cl,1
Brc1ccc2c(c1)nc(-c1ccc(OC(c3ccccc3)c3ccccc3)cc1)n2C1CCCCC1.N#[C][Cu],1
CC(C)(C)OC(=O)N1CCC(N(C(=O)CCl)C2CCCCC2O)CC1,1
N#CCCl.c1ccc(C(OC2CCNCC2)c2ccccc2)cc1,1
CNC1CCC(O)CC1.O=S(=O)(Cl)c1ccc(C(F)(F)F)cc1,1
CCOC(=O)COc1ccccc1NC1CCN(C(=O)OC(C)(C)C)CC1,1
COC(=O)c1ccc(NCc2cc(-c3ccc(Cl)s3)on2)c([N+](=O)[O-])c1,1
CCOC(=O)c1cnn(C(C)C(N)=S)c1.O=C(CBr)c1ccc(Cl)c(Cl)c1,1
CC(C)c1ccc(Cl)cc1C=O.NO,1
CCCCc1nc(-c2ccc(C(F)(F)F)cc2)ncc1CC(=O)O.CCOC(=O)C(C)(C)Oc1cccc(NC)c1,1
Cc1ccccc1S(=O)(=O)Cl.Nc1ccccc1NC(=O)Nc1ccccc1,1
COCCOCCOCCOCCC(=O)OC(C)(C)C,1
COC(=O)c1ccc(C)c2c1ccn2C(C)C,1
CCOC(=O)c1c(O)c2ccccc2n(Cc2ccccn2)c1=O.Nc1ccccc1S(N)(=O)=O,1
COC(=O)c1c(OC)nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c1Cl,1
CCOC(=O)c1cn(-c2c(F)cccc2C=O)nc1C.CNC,1
O=C(NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1(CC2CC2)CCNCC1.O=Cc1ccc2ccn(C3CC3)c(=O)c2c1,1
C1CCNC1.O=C1CCC2CN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(Cc3c[nH]c4ccccc34)CN2C1,1
Clc1ccc2c(Cl)ccnc2c1.Nc1ccc(CN2CCOCC2)c(O)c1,1
Nc1cccc(C(F)(F)F)c1.O=C(O)c1cccc(Oc2ccc3nc(NC(=O)C4CC4)sc3c2[N+](=O)[O-])c1,1
CC1Cc2ccccc2N1.O=C(O)c1ccccc1Oc1cc(Cl)ccc1Cl,1
CCCC(Cc1ccc(OCCNC(=O)c2ccc(-c3ccccn3)cc2)cc1)C(=O)OCC,1
COC(=O)c1cccc(-c2cscn2)c1,1
CCNc1ccccc1.O=C(O)c1cc(Nc2ccc3c(c2)CC2(C3)C(=O)Nc3ncccc32)ncn1,1
CNCCCCCCCCN(C)Cc1c(O)ccc2c1OCC2=O.O=Cc1c[nH]c2ccccc12,1
COc1ccc(C(C)C)c([N+](=O)[O-])c1,1
CC(C)(C)NS(=O)(=O)c1ccccc1Br.CC(C)(C)OC(=O)N1CCCC1C(=O)Nc1ccc(B2OC(C)(C)C(C)(C)O2)cc1F,1
CCCCCCBr.Nc1ncnc2pc[nH]c12,1
CC(C)(C)OC(=O)C1(S(=O)(=O)N2CCC(CCCO)CC2)CCOCC1,1
Nc1ccc(Cl)c(Cl)c1.O=C(O)c1ccc(F)c([N+](=O)[O-])c1,1
CCCCCCC=Cc1ccccc1OC,1
Cc1cnc(N2CCN(C(=O)c3ccc(N4C(=O)N(C(=O)OC(C)(C)C)CC4C)nc3)CC2)c(C)c1,1
CS(=O)(=O)Cl.OCCCc1ccc(-c2ccc(F)cc2)nc1,1
NCCSCc1cccc(F)c1.O=C(Cl)c1c(F)cccc1F,1
CN(C(=O)OC(C)(C)C)C(Cc1ccc(O)cc1)C(=O)O.Nc1cc2c3c(c(-c4ccccc4)[nH]c3c1)C=NNC2=O,1
CC(c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)N1CCC(CC(C)(C)O)(c2ccc(F)cc2)OC1=O.N#Cc1ccc(Cl)nc1,1
CC(N)c1ccccc1.COc1ccc(-n2c(-c3ccc(C(=O)O)cc3)nc3ccccc32)cc1,1
N#CC(N)=C(Cl)C#N.NCc1cnn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)n1,1
CC(C)N=C=O.CC(Oc1c(N)ncc2c(C3=CCNCC3)coc12)c1c(Cl)ccc(F)c1Cl,1
CCOC(=O)c1c(Cc2ccc(F)cc2F)nc2c(c1-c1ccc(C(=O)O)cc1)C(=O)N1CCCC21.NN1CCc2ccccc21,1
[N-]=[N+]=NCC1CN(c2ccc(C3CCN(C(=O)CO)CC3)c(F)c2)C(=O)O1,1
CCOC(=O)CNc1ccccc1.O=C(Cl)CCl,1
CC1(C)OCC(CCCl)CO1.Nc1nc(N)c2nc[nH]c2n1,1
CC(C)S(=O)(=O)NC1COCC1O.CS(=O)(=O)Cl,1
Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)cc1.O=C(Cl)C(Cl)c1ccccc1,1
CC(=O)Cl.c1ccc2nc(N3CC(Oc4ncncc4C4CCNCC4)C3)ccc2c1,1
Cc1nn(C)cc1-n1c(=O)n(C)c2cnc3ccc(Br)cc3c21.FCC(CF)Oc1cncc(Br)c1,1
CCOC(=O)CCc1cn(Cc2ccc(Cl)cc2Cl)nc1OCC,1
CC(C)N.O=C(O)c1cnc(OCc2conc2-c2ccccn2)cn1,1
C=C(C)C1CCC(C)(O)C1C.CC(=O)Cl,1
COc1ccc(CCl)cc1.O=[N+]([O-])c1cccc2[nH]nc(I)c12,1
CCNC(=O)C1CCCN1C(=O)C(C)NC(=O)OCc1ccccc1,1
COC(=O)c1cc(C(F)(F)F)c(CN2CCC(N(C)C(=O)OC(C)(C)C)C2)cc1N,1
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Sc2ccccc2)N2C1=NC1CCCC12.O=C(OO)c1ccccc1Cl,1
C=CCCOCC=O.NO,1
O=c1[nH]ncc(-c2ccc(Cl)cc2)c1Cl.OB(O)c1ccc(Cl)cc1,1
CC(=O)Cl.CC(C)(C)OC(=O)NCCO,1
CC=C(C)B(O)O.COC(=O)c1nc2c(C(F)(F)F)cc(Br)cn2c1Cl,1
C#Cc1cc(N)ccc1Cl.COc1ccc(CNc2cc3c(Cl)ncnc3cn2)cc1,1
Cc1ccc(N)cc1.N#CCCCBr,1
COC(=O)c1cccc(N=C=S)c1.Cc1cc(C)n(C(=N)N)n1,1
CNCCCCNC(=O)Nc1cccc(-c2nnnn2C)c1.Cc1cc(C=O)ccc1F,1
O=C(Cl)Oc1ccccc1.O=C1Nc2cccnc2Nc2ccccc21,1
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.NC1CCCC(c2ccccc2)N(CC2CC2)C1=O,1
C#Cc1cccc(NC(=O)c2occc2C)c1.O=C(N=S(=O)(CCCN1CCC(O)C1)c1ccccc1)c1cncc(Br)c1,1
CCCC(=O)c1ccc(NC(C)=O)cc1,1
Cc1cc(C)c(C#N)c(Cl)n1.OCc1ccccc1,1
CC(O)C1CN(C(=O)OCc2ccccc2)CCC1=O,1
CC(C)(C)OC(=O)N1CCC(c2cc(=O)[nH]c3c4c(-c5ccc(C(F)(F)F)cc5)cccc4nn23)CC1,1
CC(C)(C)OC(=O)N1CCC(CN)CC1.ClCc1noc(-c2cc3cnccc3o2)n1,1
CC(C)(C)OC(=O)N1CCC(N2CCC(Cc3c(Cl)cc(-c4ccc(C(=O)O)cc4)cc3Cl)C2=O)CC1.FC(F)(F)C1CCNCC1,1
CC(c1ccc(Br)cc1)N1CCC(CCCO)(c2ccccc2)OC1=O.Cc1cc(B(O)O)cc(C)n1,1
CC(=O)Nc1ccc(C2=NNC(=O)C(C)C2)cc1[N+](=O)[O-],1
COC(=O)c1cnc(C)c(O)c1CNc1ccc(C#N)cc1,1
Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1ccc(Cl)c(C=O)c1,1
Clc1ccnc(Cl)n1.OB(O)c1cccc(C(F)(F)F)c1O,1
COc1ccc(COc2ccc(C#N)cc2C=CCO)cc1,1
Nc1ccc(C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1.O=C(Cl)CCl,1
CC(C)(C)S(N)=O.O=C(c1ccc(OC(F)(F)F)c(F)c1)c1ncccc1Br,1
COC(=O)c1ccc(-c2cnnn2-c2cc(C(C)C)c(OCc3ccccc3)cc2OCc2ccccc2)cc1,1
O=[N+]([O-])c1ccc(O)c(F)c1,1
COC(=O)Cc1ccc2c(=O)c3ccccc3ccc2c1,1
CC1CCN(C(=O)Cl)CC1.O=c1[nH]c2ncc(Br)cc2o1,1
COC(=O)C(C)CC(Cc1ccc(-c2ccccc2)cc1)NC(=O)OC(C)(C)C,1
COC(=O)CCCNCc1ccc(OC)cc1.O=Cc1c(Cl)ncnc1Cl,1
COc1ccc2c(c1)CCN(Cc1ccc(-n3ccnc3)cc1)C2c1ccc(OCCN2CCCC2)cc1,1
COC(=O)c1ccc(OCCCON=Cc2ccc(C(C)(C)C)cc2)cc1NC(=O)c1ccc(-c2ccccc2)cc1,1
CCC(Br)C(=O)N1CCCCC1.Fc1ccccc1-c1nnc2ccc(S)nn12,1
O=[N+]([O-])c1cn2cc(Br)ccc2n1,1
CCCCc1cccc(=O)n1Cc1ccc(O)cc1.N#Cc1ccccc1CBr,1
N#Cc1c(C(=O)c2ccccc2)n(O)c2ccccc12.Nc1ccccc1,1
O=[N+]([O-])c1cccc2c1CCC2,1
CC(O)C#N.Oc1ccccc1,1
O=C(CBr)Nc1ccccc1.O=C(NCCCCc1ccc(O)cc1)OCc1ccccc1,1
CCOC(=O)c1cnn(C)c1C(=O)O.Nc1cc2nc(-c3ccccc3)cn2cc1Br,1
Cc1ccc(N)cc1-n1ccn2nc(-c3cccnc3)cc12.N#Cc1cc(C(=O)O)cc(S(F)(F)(F)(F)F)c1,1
CC[CH2][Zn+].O=C1CCc2c(Br)cccc21,1
CCOC(=O)C(C)(Cc1ccc(OCCN=[N+]=[N-])cc1)Oc1ccccc1,1
COC(=O)c1cc(-c2[nH]c(C3=COC3)nc2C)c(C)cc1C,1
COc1ccc(NS(=O)(=O)c2ccc(N3CCC(=O)CC3)cc2)cc1OC.NCC(O)COc1ccc(OCc2ccccc2)cc1,1
Brc1nn(C2CCCCO2)c2cccnc12.COC(=O)c1ccc(B(O)O)c(F)c1,1
CCCCCC1C(=O)CCC1CCO,1
C[S-].O=C1Nc2ccc(C(F)(F)F)cc2C1Br,1
Cc1ccc(C=O)cc1OCCO.c1cc2[nH]ncc2cc1NC1C2CCC1NC2,1
Cc1cnc(NCC2CCCN2)nc1.Cc1nc(C(=O)O)c(-c2ccc(F)cc2)s1,1
NC1CCN(CC23CC(c4ccccc42)c2ccc(Cl)cc23)CC1.O=C(O)CC1CCCC1,1
Cn1cc(-c2cncc(-n3ncc4c5c(sc4c3=O)CCCC5)c2C=O)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,1
CCOC(=O)Cc1ccc(Oc2ccc(C(=O)NCCc3ccc(Cl)cc3)cc2)c(I)c1.CS(=O)(=O)c1cccc(B(O)O)c1,1
CCOC(=O)C1(CC)CCNCC1.Clc1nsc(Cl)n1,1
C[Si](C)(C)OCCNCCO[Si](C)(C)C.O=S(=O)(Cl)c1ccccc1,1
CI.COc1cc2c(cc1OC)-c1cc(=O)[nH]c(=O)n1CC2,1
N#Cc1ccc(F)c(C(F)(F)F)c1.OC1CCOCC1,1
CC1(N)COC1.Cc1nnn(-c2ccc(F)cc2)c1COc1cc(C(=O)O)n(C)n1,1
CC(C)(C)OC(=O)N1CCOc2c(ccnc2Cl)C1,1
CC1(C)OB(c2ccc3c(c2)NC(=O)CO3)OC1(C)C.Cc1nn(CCCCCO)c(-c2ccc(F)cc2)c1Br,1
CC1CCCNC1.O=C(O)c1nc(-c2ccccc2)nc2ccccc12,1
COc1cc(C)nc(N)n1.O=C=NS(=O)(=O)c1cccc2cccnc12,1
CC(C)C(=O)Cl.COC(=O)C=CC(=O)OCCO,1
COC(=O)C=Cc1cc(C)cc(NC(C)=O)n1,1
CC(C)(O)C(=O)N1CCN(C2CC2)c2ccccc21.ClCc1cc(Cl)ccc1Cl,1
O=C1CCCN1c1cc([N+](=O)[O-])ccc1F,1
CC(O)CN.OCC(O)C(O)C(O)C(O)CCl,1
O=S(=O)(Nc1nc2ccccc2nc1Cl)C(F)(F)F.OC(c1cccnc1)C(F)(F)F,1
CNC1c2ccccc2CC1NC(=O)c1cc2cc(Cl)ccc2[nH]1.O=C1CCC(C(=O)O)O1,1
CCC1CCC(NC(=O)C2CC2COS(C)(=O)=O)CC1.FC(F)(F)c1cnc(N2CCNCC2)c(Cl)c1,1
Cc1cc(Br)cc2c1C(=O)N(Cc1ccc(Cl)cc1)C2.N#[C][Cu],1
NCCc1cccs1.O=C(Cl)C1CCCCC1,1
CCCCc1oc2ccccc2c1C(=O)N(C)Cc1ccc(-c2ccc(OC(Cc3ccccc3)C(=O)OC)c(Br)c2)cc1,1
Cc1nc2cc(OCC(O)CN3CCN(C(=O)OC(C)(C)C)CC3)ccc2s1,1
COc1ccccc1CC(=O)Cl.NCc1cccs1,1
COCOc1cc(OC)cc(C)c1C(=O)c1ccc(OC)cc1,1
CCOC(=O)CN.O=C(O)c1cc2sc(Cl)c(Cl)c2[nH]1,1
CI.COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,1
CNC.N#Cc1c(OC(F)F)cccc1S(=O)(=O)Cl,1
CCOC(=O)c1c(Cl)c(C)nn1CC(=O)O.Fc1ccc(N2CCNCC2)cc1,1
CC(C)(C)[Si](OCCBr)(c1ccccc1)c1ccccc1.CCOC(=O)CCc1ccc(O)cc1Oc1ncc(C(F)(F)F)cc1Cl,1
CNCc1cc2nc(Cl)nc(N3CCOCC3)c2s1.CS(=O)(=O)C1CCN(CC(=O)O)C1,1
C1COCCN1.N#Cc1cc(C=O)cc([N+](=O)[O-])c1,1
COC(=O)c1cccc(CBr)c1.COc1cc(-c2ccc(C=Cc3nc(-c4ccc(Cl)cc4Cl)c[nH]3)cc2)ccc1NC(=O)OC(C)(C)C,1
CC(C)(C)[Si](C)(C)OCc1cccc(N)n1.N#Cc1ccc(-c2ccc(S(=O)(=O)Cl)cc2)cc1,1
COc1cc(OC2CCN(C)CC2)c2c(Nc3ccc4[nH]ccc4c3)ncnc2c1.N#Cc1ccccc1CCl,1
CCOC(=O)CC1CCC(c2ncc(-c3ccc(N)cc3)s2)CC1.Cc1oc(-c2ccccc2)nc1C(=O)O,1
CC(C)(C)c1n[nH]c(SCCO)n1.O=C=Nc1ccc(C(F)(F)F)cc1,1
CC(C)Cc1ccc(-c2nc(-c3ccc(C(C)NC(=O)OCc4ccccc4)cc3)no2)cc1,1
CC(C)(C)c1ccc(Br)c(O)c1.COc1nc(NCCN(C(=O)OC(C)(C)C)C(C)C)nc(OC)c1NC(=O)c1csc(Cl)n1,1
Cc1cccc(C)c1NCn1cccn1.O=C(Cl)CCl,1
CC(C)(C)OC(=O)N1CCC(CNc2nc(Cl)ncc2[N+](=O)[O-])CC1.Cc1c(Br)cccc1CN,1
CNCC(O)c1ccccc1.Cn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2cc(CCl)sc21,1
COCc1ccoc1-c1cc(-n2c(NC(C)=O)nc3ccccc32)ccc1C,1
COC(=O)c1cccc(-c2cc(Br)c3nccn3n2)c1.Nc1cccc(N2CCCC2CO)n1,1
CC(C)C(N)CO.Cc1ccccc1C(CC(=O)c1ccc(=O)n(C)c1)c1ccc(C(=O)O)cc1,1
CCCN(CCC)c1nc(C)c(Br)c(OC)n1.Cc1cc(C)c(N)c(C)c1,1
N#Cc1ccc(CBr)cc1F.Oc1cc(Cl)ccc1-c1nc2cc(F)c(F)cc2n1CC1CCCCC1,1
CCOC(=O)CC(=O)C=Cc1c(-c2ccc(F)cc2)c2ccccc2n1C(C)C,1
CC(C)(C)OC(=O)N1CC2(CC2)CC1c1nc2ccc(C#C[Si](C)(C)C)cc2[nH]1,1
CN1CCN(C2CCC(n3nc(-c4ccc(C(=O)O)cc4)c4c(N)ncnc43)CC2)CC1.NCCc1ccccc1,1
CNC.O=C(O)Cc1cc2c(Br)ccnc2[nH]1,1
Nc1nc2ccc(Sc3cnc4ncccn34)cc2s1.O=C(O)C1CCOCC1,1
COc1cc(Cl)c(-c2ccc(Cl)cc2)cc1C(=O)O.N#CC1CNCCN1,1
CC(C)Oc1ncc(-c2nc(-c3cccc4c3OCCN(C(=O)OC(C)(C)C)C4CCCC(=O)O)no2)cc1Cl,1
CN1CCN(C2CCN(C(=O)OC(C)(C)C)CC2)C(=O)C1,1
CC(=O)OC(C)=O.Cc1ccc2cccc(OCc3c(Cl)ccc(OCCN)c3Cl)c2n1,1
CCN(CC)CCN1CCc2[nH]c(C=O)c(C)c2C1=O.O=CNc1cc(F)cc2c1NC(=O)C2,1
CC1CCCN1.Clc1ncc(Br)cn1,1
CCc1ccc(C(=O)N(CC2CN(C(=O)OC(C)(C)C)CC2CO)C(C)C)cc1OCCCOC.CS(=O)(=O)Cl,1
CC(C)(C)c1c(N)nn2cccnc12.O=C(Cl)Cc1ccc(C(F)(F)F)cc1,1
CC(C)(C)OC(=O)N1CCC(CCCl)CC1.CCC(CO)n1cnc2cnc3ccccc3c21,1
C=CC(=O)Nc1cccc(-c2cccc3cnc(Cl)nc23)c1.CC(=O)N1CCC(Oc2ccc(N)cc2)C1,1
CCNC(=O)Nc1nc2cc(Br)cc(C(=O)N(CC)CC)n2n1.OB(O)c1cccnc1,1
CCOC(=O)CC1OC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CC)CS(=O)(=O)C(C)(C)C)C1=O,1
CCOC(=O)C1Cc2c(sc(N)c2C(=O)OC(C)(C)C)CO1,1
CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(SCc4ncn(C)n4)cc2)CCN3CC(C)C)cc1.O=C(OO)c1cccc(Cl)c1,1
